id,text,label,language,dataset_type,dataset,clean_text,split
8638,third term anaa,neutral,mixed,multilingual,asante_twi_senti,third term anaa,train
354,nana gyae saa????,negative,twi,monolingual,asante_twi_senti,nana gyae saa????,train
2105,ampa   sika y? aberante?,positive,twi,monolingual,asante_twi_senti,ampa sika y? aberante?,train
4777,okra nso aka kasahari afa me nnomuu saa ah ??,negative,twi,monolingual,asante_twi_senti,okra nso aka kasahari afa me nnomuu saa ah ??,train
4323,no wagyimi anaa??????????,negative,twi,monolingual,asante_twi_senti,no wagyimi anaa??????????,test
63,?fa ne hu b?n ?fa wuhu b?n ?fa ?mmu hunu b?n,negative,twi,monolingual,asante_twi_senti,?fa ne hu b?n ?fa wuhu b?n ?fa ?mmu hunu b?n,dev
1497,y?se nsuo a ?d? wo? no na ?k? wahina mu,positive,twi,monolingual,asante_twi_senti,y?se nsuo a ?d? wo? no na ?k? wahina mu,test
4117,aah blakk rasta nso b nkwasia nnwom paa ooo ????????… den ni,negative,twi,monolingual,asante_twi_senti,aah blakk rasta nso b nkwasia nnwom paa ooo ????????… den ni,train
1441,wofa eti sen wo ho y,positive,twi,monolingual,asante_twi_senti,wofa eti sen wo ho y,train
3525,mmoadoma nyinaa twene ananses?m ses? o m’ananses?m yi ne tiri ne mmoadoma nyinaa twene ny? mmoadoma nyinaa na w?k?? ewira…,neutral,twi,monolingual,asante_twi_senti,mmoadoma nyinaa twene ananses?m ses? o m’ananses?m yi ne tiri ne mmoadoma nyinaa twene ny? mmoadoma nyinaa na w?k?? ewira…,train
8259,this is not a competition take your gyimisem away saa handle wei mo agyimi dodo,negative,mixed,multilingual,asante_twi_senti,this is not a competition take your gyimisem away saa handle wei mo agyimi dodo,train
642,makoma ?ny? ?p? “ fa wakoma kto densu mu   makoma ?retw?n wo te s? ne? ?p? ?retw?n nsuo”,positive,twi,monolingual,asante_twi_senti,makoma ?ny? ?p? “ fa wakoma kto densu mu makoma ?retw?n wo te s? ne? ?p? ?retw?n nsuo”,train
7897,nw ff  ff bak obengfuo,positive,mixed,multilingual,asante_twi_senti,nw ff ff bak obengfuo,dev
4251,saa olisse ne maame tw anaa,neutral,twi,monolingual,asante_twi_senti,saa olisse ne maame tw anaa,dev
3942,asaase wura ??????,neutral,twi,monolingual,asante_twi_senti,asaase wura ??????,train
6336,chale yawa dey  syfndne,negative,ghanaian_pidgin,pidgin,asante_twi_senti,chale yawa dey syfndne,train
1230,yoo meretwn wo,positive,twi,monolingual,asante_twi_senti,yoo meretwn wo,train
8763,everton is back anaa😂,neutral,mixed,multilingual,asante_twi_senti,everton is back anaa😂,train
656,?no nti na ?w? wob? wo akyiri ban no “  na wonim daa km bba”,positive,twi,monolingual,asante_twi_senti,?no nti na ?w? wob? wo akyiri ban no “ na wonim daa km bba”,dev
9086,invite your fellow tipsters to bruh and this time make we the random win some cos we’re beginning to think that this giveaway thing is for a selected few bro cos eiiii   😂😂 wanna drop number saa  gabriel,neutral,mixed,multilingual,asante_twi_senti,invite your fellow tipsters to bruh and this time make we the random win some cos we’re beginning to think that this giveaway thing is for a selected few bro cos eiiii 😂😂 wanna drop number saa gabriel,test
8396,kwasia datro fofano is a defender not a striker ryt  gyimie saa,negative,mixed,multilingual,asante_twi_senti,kwasia datro fofano is a defender not a striker ryt gyimie saa,train
3330,?kraman na ?kaa nas?m s? mede me kwasea regye nyinky?,positive,twi,monolingual,asante_twi_senti,?kraman na ?kaa nas?m s? mede me kwasea regye nyinky?,train
6840,you’ll do saa then you collect,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,you’ll do saa then you collect,train
4579,?????? nkwasia sem saa,negative,twi,monolingual,asante_twi_senti,?????? nkwasia sem saa,test
8048,this is deep on many levels  owuo apakan yɛnsoa no ɔbaakofoɔ,positive,mixed,multilingual,asante_twi_senti,this is deep on many levels owuo apakan yɛnsoa no ɔbaakofoɔ,train
8266,if you count one one cedis saa k for that thing,neutral,mixed,multilingual,asante_twi_senti,if you count one one cedis saa k for that thing,train
1134,akyekyede? foro bo? ?tehwe nyinaa firi ?boafo? a wannya ntira,positive,twi,monolingual,asante_twi_senti,akyekyede? foro bo? ?tehwe nyinaa firi ?boafo? a wannya ntira,train
776,way? ade? mmo “ yoo mate lol   medi wakyi di makyi bi wai”,positive,twi,monolingual,asante_twi_senti,way? ade? mmo “ yoo mate lol medi wakyi di makyi bi wai”,train
412,akwaaba,positive,twi,monolingual,asante_twi_senti,akwaaba,train
9100,most of the sweet one the top is a bit red like wine bi saa nu,positive,mixed,multilingual,asante_twi_senti,most of the sweet one the top is a bit red like wine bi saa nu,train
7155,unimacgij to hold its the first edition of echo of leadership akwaaba freshers conference at the dworwulu campus on thursday th february     sssqe,positive,mixed,multilingual,asante_twi_senti,unimacgij to hold its the first edition of echo of leadership akwaaba freshers conference at the dworwulu campus on thursday th february sssqe,test
9419,yet you are all over his tweet aa wabodam anaa,negative,mixed,multilingual,asante_twi_senti,yet you are all over his tweet aa wabodam anaa,train
8042,loldoes d smoke behave in some way  ogya a ɛbɛdɛre no ne wisie nko,positive,mixed,multilingual,asante_twi_senti,loldoes d smoke behave in some way ogya a ɛbɛdɛre no ne wisie nko,train
8540,abrewa wei nso sweet,negative,mixed,multilingual,asante_twi_senti,abrewa wei nso sweet,train
601,de? mekaae? nhia s? m?to s?be o “ mepawakyw to sebi waehehe    medi wakyi di makyi b,positive,twi,monolingual,asante_twi_senti,de? mekaae? nhia s? m?to s?be o “ mepawakyw to sebi waehehe medi wakyi di makyi b,train
5860,biribi w? soro a ?twa s? ?ba fam,positive,twi,monolingual,asante_twi_senti,biribi w? soro a ?twa s? ?ba fam,train
8025,ɛbɛ a matweete seesei ara no na ɛwɔ mu “   sɛ wo bu nyame kwasia kɔtɔ hwɛ wo tois the proverb correct”,positive,mixed,multilingual,asante_twi_senti,ɛbɛ a matweete seesei ara no na ɛwɔ mu “ sɛ wo bu nyame kwasia kɔtɔ hwɛ wo tois the proverb correct”,train
5450,ne? onyae? amp? ?na ne? ?p?e? nso anya,positive,twi,monolingual,asante_twi_senti,ne? onyae? amp? ?na ne? ?p?e? nso anya,test
8217,eiii campaign agenda paa na nfa saa no 😂😂😂😂😂😂,negative,mixed,multilingual,asante_twi_senti,eiii campaign agenda paa na nfa saa no 😂😂😂😂😂😂,train
2097,nyinto? y?ya,positive,twi,monolingual,asante_twi_senti,nyinto? y?ya,train
5169,?se ne t?ker?ma ?y? a w?ko,positive,twi,monolingual,asante_twi_senti,?se ne t?ker?ma ?y? a w?ko,train
7573,akwaaba we’re turntabl from ghana and londonchange is here experience the new and improved turntabl and visit out  scdwyhfdt to learn more see you at the revolution turntabl ghana accra africa technology newworld software softwareengineering  skcybgqx,neutral,mixed,multilingual,asante_twi_senti,akwaaba we’re turntabl from ghana and londonchange is here experience the new and improved turntabl and visit out scdwyhfdt to learn more see you at the revolution turntabl ghana accra africa technology newworld software softwareengineering skcybgqx,test
1409,daabi woati y?ka no sei akok? sa kyer? akroma a ?ny? no f?   akok? nsa kye a ?ny? akr?ma f?,positive,twi,monolingual,asante_twi_senti,daabi woati y?ka no sei akok? sa kyer? akroma a ?ny? no f? akok? nsa kye a ?ny? akr?ma f?,test
9140,i’ve been dropping my number saa boss please bless me today,positive,mixed,multilingual,asante_twi_senti,i’ve been dropping my number saa boss please bless me today,train
191,twi versionmpo obi apolisifo? de abankaba agu ne nsa aw? nakyi nkonsa de no ato ?mo kokom mpr? bebree ?w? ne ns?mkeka basaa ho,negative,twi,monolingual,asante_twi_senti,twi versionmpo obi apolisifo? de abankaba agu ne nsa aw? nakyi nkonsa de no ato ?mo kokom mpr? bebree ?w? ne ns?mkeka basaa ho,train
306,eeei kasa b?n nie,neutral,twi,monolingual,asante_twi_senti,eeei kasa b?n nie,train
3907,woy kwasea wo saa guy wei,negative,twi,monolingual,asante_twi_senti,woy kwasea wo saa guy wei,dev
9246,g wagon na omo aparki nu tis toy car saa hmm  shv,neutral,mixed,multilingual,asante_twi_senti,g wagon na omo aparki nu tis toy car saa hmm shv,train
3973,dabiaa saa ??,neutral,twi,monolingual,asante_twi_senti,dabiaa saa ??,train
1695,wote firii amakye dede h? “ amakye dede  adukuro mu nsuo ak?n?ak?n?”,positive,twi,monolingual,asante_twi_senti,wote firii amakye dede h? “ amakye dede adukuro mu nsuo ak?n?ak?n?”,train
96,aden na wagyimi saa,negative,twi,monolingual,asante_twi_senti,aden na wagyimi saa,train
4583,??saa na ewiase te,neutral,twi,monolingual,asante_twi_senti,??saa na ewiase te,train
7604,yoo mate “  you have to teach me hw to w berra twi”,positive,mixed,multilingual,asante_twi_senti,yoo mate “ you have to teach me hw to w berra twi”,dev
6411,ebe agbelima wey pour for the road too anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,ebe agbelima wey pour for the road too anaa,train
4066,saa mogyimii no,negative,twi,monolingual,asante_twi_senti,saa mogyimii no,test
5090,bueiii??,neutral,twi,monolingual,asante_twi_senti,bueiii??,train
8719,twitter blue subscriber wo kasa fri wo trumu anaa me y sure paaa,negative,mixed,multilingual,asante_twi_senti,twitter blue subscriber wo kasa fri wo trumu anaa me y sure paaa,train
8168,is the “asante ankai” the right proverb,neutral,mixed,multilingual,asante_twi_senti,is the “asante ankai” the right proverb,train
2878,aware? ny? nsafufuo na y?aka ahw?,neutral,twi,monolingual,asante_twi_senti,aware? ny? nsafufuo na y?aka ahw?,train
1511,di makyi na menka ngu waso mu dm memp? s? m?da no adi “  oh wo din ankasa ankasa din a y de woo wo”,positive,twi,monolingual,asante_twi_senti,di makyi na menka ngu waso mu dm memp? s? m?da no adi “ oh wo din ankasa ankasa din a y de woo wo”,train
5082,ena wo ka no ddd saa no,neutral,twi,monolingual,asante_twi_senti,ena wo ka no ddd saa no,train
9015,i have tried saa super,neutral,mixed,multilingual,asante_twi_senti,i have tried saa super,train
5701,wode fere? ky? ade? a wok?hy? dan mu te anisuo,positive,twi,monolingual,asante_twi_senti,wode fere? ky? ade? a wok?hy? dan mu te anisuo,dev
1769,afis?m ny? ntoma na yasi ahata,positive,twi,monolingual,asante_twi_senti,afis?m ny? ntoma na yasi ahata,train
9123,gyime saa and all your teeth will get rotten,negative,mixed,multilingual,asante_twi_senti,gyime saa and all your teeth will get rotten,train
6820,i do ham saa nothing comes to me nana agyemang  sonpu  serf,negative,ghanaian_pidgin,pidgin,asante_twi_senti,i do ham saa nothing comes to me nana agyemang sonpu serf,train
7134,akwaaba fest’ is cominglooking forward to the great show coming up in march akwaaba festival … march ththplease keep the datevendors and exhibitors should pls contact the following numbers for registration,positive,mixed,multilingual,asante_twi_senti,akwaaba fest’ is cominglooking forward to the great show coming up in march akwaaba festival … march ththplease keep the datevendors and exhibitors should pls contact the following numbers for registration,train
6421,you be minister youth employment anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,you be minister youth employment anaa,dev
3579,afuo te s? ad?soa y?nhwehw? mu nhunu mu ?da koro  sjs,neutral,twi,monolingual,asante_twi_senti,afuo te s? ad?soa y?nhwehw? mu nhunu mu ?da koro sjs,train
7713,medaase  mayɛ wai ahoɔfɛ “  ff back ”,positive,mixed,multilingual,asante_twi_senti,medaase mayɛ wai ahoɔfɛ “ ff back ”,train
8418,i did saa no luck 🤔,negative,mixed,multilingual,asante_twi_senti,i did saa no luck 🤔,train
1933,kikiki  twi papa paa   ?k?re? se anisode? na w?hunu na ?nnim adwene mu as?m,positive,twi,monolingual,asante_twi_senti,kikiki twi papa paa ?k?re? se anisode? na w?hunu na ?nnim adwene mu as?m,train
2972,?baa nya adware? pa a na ?kyer? neho,negative,twi,monolingual,asante_twi_senti,?baa nya adware? pa a na ?kyer? neho,train
1203,yooooo mdi wakyi waii,positive,twi,monolingual,asante_twi_senti,yooooo mdi wakyi waii,train
2190,pintin biara a dan s? woamee,positive,twi,monolingual,asante_twi_senti,pintin biara a dan s? woamee,test
8972,useless post nkoaaa oh npp dabi dabi,negative,mixed,multilingual,asante_twi_senti,useless post nkoaaa oh npp dabi dabi,train
6451,bro sark has done something wrong with you anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,bro sark has done something wrong with you anaa,train
3090,petee mu asaase nna h? kwa,positive,twi,monolingual,asante_twi_senti,petee mu asaase nna h? kwa,dev
2935,de? aso te? na ano bua,neutral,twi,monolingual,asante_twi_senti,de? aso te? na ano bua,test
7955,try again “  me inbox wo a nk”,positive,mixed,multilingual,asante_twi_senti,try again “ me inbox wo a nk”,test
7464,sister aba why ebririate or sɛ inebriate no ase kyerɛ sɛn 😁😁😁,neutral,mixed,multilingual,asante_twi_senti,sister aba why ebririate or sɛ inebriate no ase kyerɛ sɛn 😁😁😁,train
4359,mode moy mpanimfo nso gyimi keka nkoaaaa,negative,twi,monolingual,asante_twi_senti,mode moy mpanimfo nso gyimi keka nkoaaaa,train
1953,“ abusua d? funu”,positive,twi,monolingual,asante_twi_senti,“ abusua d? funu”,train
7781,done   jeffyeb medi wakyi di makyi bi wai,positive,mixed,multilingual,asante_twi_senti,done jeffyeb medi wakyi di makyi bi wai,train
2360,“ adepa na y?ka ho as?m”,positive,twi,monolingual,asante_twi_senti,“ adepa na y?ka ho as?m”,train
5291,mepa wo ky?w wotwer? ?da a ase kyer? s?n,positive,twi,monolingual,asante_twi_senti,mepa wo ky?w wotwer? ?da a ase kyer? s?n,train
2561,obi mmoro ?yarefo? nka s? mako,positive,twi,monolingual,asante_twi_senti,obi mmoro ?yarefo? nka s? mako,train
7739,wo backgroung foto no y fe paaghana map,positive,mixed,multilingual,asante_twi_senti,wo backgroung foto no y fe paaghana map,train
3261,merekyer? wo aduro,positive,twi,monolingual,asante_twi_senti,merekyer? wo aduro,train
923,mek? manim a ?nk? manim pr?dwan mek? makyiri ?ny? yie makyiri ntansa,positive,twi,monolingual,asante_twi_senti,mek? manim a ?nk? manim pr?dwan mek? makyiri ?ny? yie makyiri ntansa,dev
916,aware bnee dea anka mdi me suja lo oh jooo   ka na ka biomlips re sealed  sexual,positive,twi,monolingual,asante_twi_senti,aware bnee dea anka mdi me suja lo oh jooo ka na ka biomlips re sealed sexual,train
1582,?nokwafo? ho y? ahi,positive,twi,monolingual,asante_twi_senti,?nokwafo? ho y? ahi,train
2536,?prako nnom nsa ?mma abirekyire mmoro,positive,twi,monolingual,asante_twi_senti,?prako nnom nsa ?mma abirekyire mmoro,train
3341,ansa na y?rewo ?beremp?n no na ?panin te ase,positive,twi,monolingual,asante_twi_senti,ansa na y?rewo ?beremp?n no na ?panin te ase,train
1649,bh koro kaho,positive,twi,monolingual,asante_twi_senti,bh koro kaho,dev
8333,“me fans no akasa saa ma feeli bad,negative,mixed,multilingual,asante_twi_senti,“me fans no akasa saa ma feeli bad,dev
1169,saa na ?te? “  fr?mfr?m ?nti h? daa”,positive,twi,monolingual,asante_twi_senti,saa na ?te? “ fr?mfr?m ?nti h? daa”,train
9228,nti epl aint ready epl aint ready niaa saa na draw😹😹😹😹😹😹😹😹😹😹😹😹  smtdq,negative,mixed,multilingual,asante_twi_senti,nti epl aint ready epl aint ready niaa saa na draw😹😹😹😹😹😹😹😹😹😹😹😹 smtdq,train
797,samanpom soa k?duru wo ni wu a na wabusua asa,positive,twi,monolingual,asante_twi_senti,samanpom soa k?duru wo ni wu a na wabusua asa,test
4601,oh saa,neutral,twi,monolingual,asante_twi_senti,oh saa,train
2052,?kraman se s? anadwo na y?di dwa a anka y?b?hunu ?barima a ?t? nam,positive,twi,monolingual,asante_twi_senti,?kraman se s? anadwo na y?di dwa a anka y?b?hunu ?barima a ?t? nam,train
5730,abosomkoter? de br?br? na ?k?,positive,twi,monolingual,asante_twi_senti,abosomkoter? de br?br? na ?k?,test
425,kwasia sei nso mmofa nasem serious,negative,twi,monolingual,asante_twi_senti,kwasia sei nso mmofa nasem serious,train
2747,wonam hen k?ka s? ?hene ata s?be,positive,twi,monolingual,asante_twi_senti,wonam hen k?ka s? ?hene ata s?be,train
2303,nnipa y?d? na ne nam na y?nwe?,positive,twi,monolingual,asante_twi_senti,nnipa y?d? na ne nam na y?nwe?,dev
8757,the bag of deals anaa 😁,neutral,mixed,multilingual,asante_twi_senti,the bag of deals anaa 😁,train
6327,u do saa e no reach me,negative,ghanaian_pidgin,pidgin,asante_twi_senti,u do saa e no reach me,train
3428,“kwasea”  s,negative,twi,monolingual,asante_twi_senti,“kwasea” s,train
2858,y?redi awu a y?nkum ?manni,negative,twi,monolingual,asante_twi_senti,y?redi awu a y?nkum ?manni,train
8365,saa😂😂😂 let’s go to dubai er,neutral,mixed,multilingual,asante_twi_senti,saa😂😂😂 let’s go to dubai er,train
7727,di makyi bak done,positive,mixed,multilingual,asante_twi_senti,di makyi bak done,train
925,?yera a na ?y? ?d? papa “ woy sure   ?d? nyera fie kwan”,positive,twi,monolingual,asante_twi_senti,?yera a na ?y? ?d? papa “ woy sure ?d? nyera fie kwan”,test
5727,de?n nti na w?n a ?reb? se w? ghana nn? yi ahy? k?bene yi  s,neutral,twi,monolingual,asante_twi_senti,de?n nti na w?n a ?reb? se w? ghana nn? yi ahy? k?bene yi s,test
6679,you tooyou dey come marry now anaa,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,you tooyou dey come marry now anaa,train
79,ye b?y? no saa p?p??p?,positive,twi,monolingual,asante_twi_senti,ye b?y? no saa p?p??p?,train
1319,abusua mefoa wo so “ fromfrom nte h daa d  adepa biara nni h? a wob?nya,positive,twi,monolingual,asante_twi_senti,abusua mefoa wo so “ fromfrom nte h daa d adepa biara nni h? a wob?nya,train
5875,“ ?t? da bi a na ?hene k?n d? nhenkwaa aduane”twi paa nie,neutral,twi,monolingual,asante_twi_senti,“ ?t? da bi a na ?hene k?n d? nhenkwaa aduane”twi paa nie,dev
7047,🚦akwaaba akwaaba akwaaba 🚦the road🛣️ to the akwaaba week celebration is finally here 🔥🔥lez vibe  🤩😁,positive,mixed,multilingual,asante_twi_senti,🚦akwaaba akwaaba akwaaba 🚦the road🛣️ to the akwaaba week celebration is finally here 🔥🔥lez vibe 🤩😁,train
2852,wotan ?kwaduo a na woayi wo amirika,positive,twi,monolingual,asante_twi_senti,wotan ?kwaduo a na woayi wo amirika,train
6240,chale “yaa maame” dey,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,chale “yaa maame” dey,dev
9057,saa can you teach me,neutral,mixed,multilingual,asante_twi_senti,saa can you teach me,dev
4362,hwan nso nie,neutral,twi,monolingual,asante_twi_senti,hwan nso nie,test
8905,woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,negative,mixed,multilingual,asante_twi_senti,woti wiase wombbra bia nso wo p s wodecedis kdi million w sportybet in just day😂wo maame kraa y edwumamonth ansaana w’anyacedis,train
9378,he wants to keep the communication anaa,neutral,mixed,multilingual,asante_twi_senti,he wants to keep the communication anaa,test
403,this girl ankasa wode asem beba,negative,twi,monolingual,asante_twi_senti,this girl ankasa wode asem beba,dev
8926,wo nso y na wagyimi dodo don’t be like this charlatan,negative,mixed,multilingual,asante_twi_senti,wo nso y na wagyimi dodo don’t be like this charlatan,dev
319,gyimie saa,negative,twi,monolingual,asante_twi_senti,gyimie saa,train
1266,nti na mpaninfo? daa no s? ?y? a suro nipa “ haha nipa ho y hu  y?rekamfo wo duaforo no na y?rep? wo akyakya,positive,twi,monolingual,asante_twi_senti,nti na mpaninfo? daa no s? ?y? a suro nipa “ haha nipa ho y hu y?rekamfo wo duaforo no na y?rep? wo akyakya,train
816,chelsea ne bayern akansie yi de? s? ampay? a ?b? dwa,positive,twi,monolingual,asante_twi_senti,chelsea ne bayern akansie yi de? s? ampay? a ?b? dwa,train
5527,?d? te s? asuk?kyea ?nky? na anane,positive,twi,monolingual,asante_twi_senti,?d? te s? asuk?kyea ?nky? na anane,train
66,oh saa,neutral,twi,monolingual,asante_twi_senti,oh saa,train
7744,lolyooo mate wai,positive,mixed,multilingual,asante_twi_senti,lolyooo mate wai,train
2834,wowe ?kraman nan a nante? mpa wo da,negative,twi,monolingual,asante_twi_senti,wowe ?kraman nan a nante? mpa wo da,train
6445,some pady chop your gal anaa,negative,ghanaian_pidgin,pidgin,asante_twi_senti,some pady chop your gal anaa,train
1399,“ mframa de hoo rep? ade? a ?nya”herh charle i dey feel u wate u dey fit mke i laugh saa,positive,twi,monolingual,asante_twi_senti,“ mframa de hoo rep? ade? a ?nya”herh charle i dey feel u wate u dey fit mke i laugh saa,train
7714,mayɛ wai ahoɔfɛ “  ff back ”,positive,mixed,multilingual,asante_twi_senti,mayɛ wai ahoɔfɛ “ ff back ”,train
7230,you’ve said it all cox no one call tell me what black rasta is doing isn’t hatred towards obidi i just hope say obidi go shaun music and just focus on his other businesses cox the hate from this side is too much just because marley featured him on a song 🤦‍♂️🤦‍♂️bibinii nso y nipa,neutral,mixed,multilingual,asante_twi_senti,you’ve said it all cox no one call tell me what black rasta is doing isn’t hatred towards obidi i just hope say obidi go shaun music and just focus on his other businesses cox the hate from this side is too much just because marley featured him on a song 🤦‍♂️🤦‍♂️bibinii nso y nipa,train
4652,saa ppp ??,neutral,twi,monolingual,asante_twi_senti,saa ppp ??,train
1280,ete senden na koso,positive,twi,monolingual,asante_twi_senti,ete senden na koso,dev
8969,wo nni kapr nso youre shouting for concert,negative,mixed,multilingual,asante_twi_senti,wo nni kapr nso youre shouting for concert,dev
8697,😂😂na boy wei w’agyimi anaa ah,negative,mixed,multilingual,asante_twi_senti,😂😂na boy wei w’agyimi anaa ah,train
2270,nokor? ne nkontompo nnante,positive,twi,monolingual,asante_twi_senti,nokor? ne nkontompo nnante,train
3238,ewiem ?y? hye nanso y?nenam mu,negative,twi,monolingual,asante_twi_senti,ewiem ?y? hye nanso y?nenam mu,train
8409,yes ooo around pm bi saa no,neutral,mixed,multilingual,asante_twi_senti,yes ooo around pm bi saa no,dev
6322,grandpa paa sei na u dey like agenda saa no,positive,ghanaian_pidgin,pidgin,asante_twi_senti,grandpa paa sei na u dey like agenda saa no,train
5204,s? wose wo kurom hene agyimi a na wo ara na woagyimi,positive,twi,monolingual,asante_twi_senti,s? wose wo kurom hene agyimi a na wo ara na woagyimi,dev
2628,ampa mpaninfo? se aware pa ho y? na,positive,twi,monolingual,asante_twi_senti,ampa mpaninfo? se aware pa ho y? na,train
6364,ya like you go buy anaa 😂,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,ya like you go buy anaa 😂,dev
7947,me inbox wo a nk,positive,mixed,multilingual,asante_twi_senti,me inbox wo a nk,train
3601,asee na ?ni awuo na seek?? nso a wab? k?bene yi mu ?,neutral,twi,monolingual,asante_twi_senti,asee na ?ni awuo na seek?? nso a wab? k?bene yi mu ?,dev
4821,adwuma no y din o,negative,twi,monolingual,asante_twi_senti,adwuma no y din o,train
681,me nso me di wakyi   medi wakyi di makyi bi wai,positive,twi,monolingual,asante_twi_senti,me nso me di wakyi medi wakyi di makyi bi wai,train
8982,career killers everything u go get something write for top oh dabi daaa  sgifoclfz,negative,mixed,multilingual,asante_twi_senti,career killers everything u go get something write for top oh dabi daaa sgifoclfz,train
3998,ei saa??????,neutral,twi,monolingual,asante_twi_senti,ei saa??????,train
7377,alejandro  madrid fa  million bra be gyi  na we need money bad,positive,mixed,multilingual,asante_twi_senti,alejandro madrid fa million bra be gyi na we need money bad,dev
1946,meda wano ase “ ah nana wano ate ?baa kwadwofo? k? aware? a y?de prae? na ?pam no”,positive,twi,monolingual,asante_twi_senti,meda wano ase “ ah nana wano ate ?baa kwadwofo? k? aware? a y?de prae? na ?pam no”,train
3158,mepawoaky?w o  ‘y?’ ne ‘ano’ ntam no  ogya ns?nkyer?ni biara ni mu,neutral,twi,monolingual,asante_twi_senti,mepawoaky?w o ‘y?’ ne ‘ano’ ntam no ogya ns?nkyer?ni biara ni mu,train
6873,saa😂😂 so ego be gbushiagbushia,neutral,ghanaian_pidgin,pidgin,asante_twi_senti,saa😂😂 so ego be gbushiagbushia,train
4642,oh saa??,neutral,twi,monolingual,asante_twi_senti,oh saa??,dev
1277,abrab mu te sn w amanone h,positive,twi,monolingual,asante_twi_senti,abrab mu te sn w amanone h,train
915,asase mu y? duru seen ?po,positive,twi,monolingual,asante_twi_senti,asase mu y? duru seen ?po,test
3234,wob?twa nkontompo ama y?ahuro wo? de? ka nokor? na y?mpene wo,neutral,twi,monolingual,asante_twi_senti,wob?twa nkontompo ama y?ahuro wo? de? ka nokor? na y?mpene wo,test
7019,eei fine girls dey oo anaa ebe me p ano dey see,positive,ghanaian_pidgin,pidgin,asante_twi_senti,eei fine girls dey oo anaa ebe me p ano dey see,test
9119,wo saa boi wei biribi di wakyi ong 🤔 aden na everytime people are serious doing what matters you sit there and write trash 😏fuck off,negative,mixed,multilingual,asante_twi_senti,wo saa boi wei biribi di wakyi ong 🤔 aden na everytime people are serious doing what matters you sit there and write trash 😏fuck off,train
8790,diss anaa  😉,neutral,mixed,multilingual,asante_twi_senti,diss anaa 😉,train
4687,gymieee saa,negative,twi,monolingual,asante_twi_senti,gymieee saa,dev
587,?nk?fa mampong amirika na ?nk?gye wo ani so,positive,twi,monolingual,asante_twi_senti,?nk?fa mampong amirika na ?nk?gye wo ani so,train
2538,koo nimo ne kyekyeku aberante? a ?b? urban nnwom ab? mu de nsadwase ne urban nnwom afera ma bi nk? wasom  slf…,positive,twi,monolingual,asante_twi_senti,koo nimo ne kyekyeku aberante? a ?b? urban nnwom ab? mu de nsadwase ne urban nnwom afera ma bi nk? wasom slf…,train
7895,wonte twi “ today ive made uncle  tweet in englishi just couldnt understand the twi koraa”,positive,mixed,multilingual,asante_twi_senti,wonte twi “ today ive made uncle tweet in englishi just couldnt understand the twi koraa”,dev
4598,saa mmom,negative,twi,monolingual,asante_twi_senti,saa mmom,train
5716,nyansasem paa abrab? ny? mirikatuo,positive,twi,monolingual,asante_twi_senti,nyansasem paa abrab? ny? mirikatuo,train
2181,mipaakyw wo ho tisn,positive,twi,monolingual,asante_twi_senti,mipaakyw wo ho tisn,train
3944,saa ppp,positive,twi,monolingual,asante_twi_senti,saa ppp,train
8178,pls whats bfr nkwan,neutral,mixed,multilingual,asante_twi_senti,pls whats bfr nkwan,test
6694,u people wont allow us to bed in peace anaa…eeiii…,negative,ghanaian_pidgin,pidgin,asante_twi_senti,u people wont allow us to bed in peace anaa…eeiii…,train
5192,?hia oburoni a ?ka twi,positive,twi,monolingual,asante_twi_senti,?hia oburoni a ?ka twi,dev
1029,abrab? ny? amirikatuo k? no wo tumi so,positive,twi,monolingual,asante_twi_senti,abrab? ny? amirikatuo k? no wo tumi so,train
8810,de facts ato dwa wo hwehw nyansa na nyansa bi kyen facts anaa 😂😂🤣,neutral,mixed,multilingual,asante_twi_senti,de facts ato dwa wo hwehw nyansa na nyansa bi kyen facts anaa 😂😂🤣,train
6195,this one says atsu has been foundthis also says he hasnt been foundfirst to break the news foɔwe begthink about his wife and family okdem dey go through alotmu pɛ saa dodo,negative,ghanaian_pidgin,pidgin,asante_twi_senti,this one says atsu has been foundthis also says he hasnt been foundfirst to break the news foɔwe begthink about his wife and family okdem dey go through alotmu pɛ saa dodo,test
5224,y?nim ko y?nnim dwane,negative,twi,monolingual,asante_twi_senti,y?nim ko y?nnim dwane,train
2426,y?gye obi ade? y? no yie na y?nnye ns?e no,positive,twi,monolingual,asante_twi_senti,y?gye obi ade? y? no yie na y?nnye ns?e no,dev
1981,“ wokasa nkwaseakasa a y?bua wo nkwasea mu”,positive,twi,monolingual,asante_twi_senti,“ wokasa nkwaseakasa a y?bua wo nkwasea mu”,train
3540,woansa nsuo a wonsa adwene,neutral,twi,monolingual,asante_twi_senti,woansa nsuo a wonsa adwene,dev
